,unit,sex,age,region,year,value
95424,YR,M,Y73,AL,2015,10.6
95480,YR,M,Y74,AL,2015,10.0
95536,YR,M,Y75,AL,2015,9.3
95592,YR,M,Y76,AL,2015,8.7
95648,YR,M,Y77,AL,2015,8.1
95704,YR,M,Y78,AL,2015,7.5
95760,YR,M,Y79,AL,2015,7.0
95816,YR,M,Y8,AL,2015,69.0
95872,YR,M,Y80,AL,2015,6.5
95928,YR,M,Y81,AL,2015,6.0
95984,YR,M,Y82,AL,2015,5.6
96040,YR,M,Y83,AL,2015,5.1
96096,YR,M,Y84,AL,2015,4.7
96152,YR,M,Y9,AL,2015,68.1
96208,YR,M,Y_GE85,AL,2015,4.4
96264,YR,M,Y_LT1,AL,2015,76.3
96320,YR,T,Y1,AL,2015,77.5
96376,YR,T,Y10,AL,2015,68.7
96432,YR,T,Y11,AL,2015,67.7
96488,YR,T,Y12,AL,2015,66.7
96544,YR,T,Y13,AL,2015,65.7
96600,YR,T,Y14,AL,2015,64.7
96656,YR,T,Y15,AL,2015,63.8
96712,YR,T,Y16,AL,2015,62.8
96768,YR,T,Y17,AL,2015,61.8
96824,YR,T,Y18,AL,2015,60.9
96880,YR,T,Y19,AL,2015,59.9
96936,YR,T,Y2,AL,2015,76.5
96992,YR,T,Y20,AL,2015,58.9
97048,YR,T,Y21,AL,2015,57.9
97104,YR,T,Y22,AL,2015,56.9
97160,YR,T,Y23,AL,2015,56.0
97216,YR,T,Y24,AL,2015,55.0
97272,YR,T,Y25,AL,2015,54.0
97328,YR,T,Y26,AL,2015,53.1
97384,YR,T,Y27,AL,2015,52.1
97440,YR,T,Y28,AL,2015,51.1
97496,YR,T,Y29,AL,2015,50.2
97552,YR,T,Y3,AL,2015,75.5
97608,YR,T,Y30,AL,2015,49.2
97664,YR,T,Y31,AL,2015,48.2
97720,YR,T,Y32,AL,2015,47.3
97776,YR,T,Y33,AL,2015,46.3
97832,YR,T,Y34,AL,2015,45.3
97888,YR,T,Y35,AL,2015,44.3
97944,YR,T,Y36,AL,2015,43.4
98000,YR,T,Y37,AL,2015,42.4
98056,YR,T,Y38,AL,2015,41.5
98112,YR,T,Y39,AL,2015,40.5
98168,YR,T,Y4,AL,2015,74.6
98224,YR,T,Y40,AL,2015,39.6
98280,YR,T,Y41,AL,2015,38.6
98336,YR,T,Y42,AL,2015,37.6
98392,YR,T,Y43,AL,2015,36.7
98448,YR,T,Y44,AL,2015,35.8
98504,YR,T,Y45,AL,2015,34.8
98560,YR,T,Y46,AL,2015,33.9
98616,YR,T,Y47,AL,2015,33.0
98672,YR,T,Y48,AL,2015,32.0
98728,YR,T,Y49,AL,2015,31.1
98784,YR,T,Y5,AL,2015,73.6
98840,YR,T,Y50,AL,2015,30.2
98896,YR,T,Y51,AL,2015,29.3
98952,YR,T,Y52,AL,2015,28.4
99008,YR,T,Y53,AL,2015,27.5
99064,YR,T,Y54,AL,2015,26.6
99120,YR,T,Y55,AL,2015,25.7
99176,YR,T,Y56,AL,2015,24.8
99232,YR,T,Y57,AL,2015,23.9
99288,YR,T,Y58,AL,2015,23.0
99344,YR,T,Y59,AL,2015,22.1
99400,YR,T,Y6,AL,2015,72.6
99456,YR,T,Y60,AL,2015,21.3
99512,YR,T,Y61,AL,2015,20.4
99568,YR,T,Y62,AL,2015,19.6
99624,YR,T,Y63,AL,2015,18.7
99680,YR,T,Y64,AL,2015,17.9
99736,YR,T,Y65,AL,2015,17.1
99792,YR,T,Y66,AL,2015,16.2
99848,YR,T,Y67,AL,2015,15.4
99904,YR,T,Y68,AL,2015,14.7
99960,YR,T,Y69,AL,2015,13.9
100016,YR,T,Y7,AL,2015,71.6
100072,YR,T,Y70,AL,2015,13.1
100128,YR,T,Y71,AL,2015,12.3
100184,YR,T,Y72,AL,2015,11.6
100240,YR,T,Y73,AL,2015,10.9
100296,YR,T,Y74,AL,2015,10.2
100352,YR,T,Y75,AL,2015,9.6
100408,YR,T,Y76,AL,2015,8.9
100464,YR,T,Y77,AL,2015,8.2
100520,YR,T,Y78,AL,2015,7.6
100576,YR,T,Y79,AL,2015,7.0
100632,YR,T,Y8,AL,2015,70.6
100688,YR,T,Y80,AL,2015,6.5
100744,YR,T,Y81,AL,2015,6.0
100800,YR,T,Y82,AL,2015,5.5
100856,YR,T,Y83,AL,2015,5.0
100912,YR,T,Y84,AL,2015,4.5
100968,YR,T,Y9,AL,2015,69.7
101024,YR,T,Y_GE85,AL,2015,4.2
101080,YR,T,Y_LT1,AL,2015,77.9
101136,YR,F,Y1,AL,2014,79.8
101192,YR,F,Y10,AL,2014,71.0
101248,YR,F,Y11,AL,2014,70.0
101304,YR,F,Y12,AL,2014,69.0
101360,YR,F,Y13,AL,2014,68.1
101416,YR,F,Y14,AL,2014,67.1
101472,YR,F,Y15,AL,2014,66.1
101528,YR,F,Y16,AL,2014,65.1
101584,YR,F,Y17,AL,2014,64.1
101640,YR,F,Y18,AL,2014,63.1
101696,YR,F,Y19,AL,2014,62.2
101752,YR,F,Y2,AL,2014,78.8
101808,YR,F,Y20,AL,2014,61.2
101864,YR,F,Y21,AL,2014,60.2
101920,YR,F,Y22,AL,2014,59.2
101976,YR,F,Y23,AL,2014,58.3
102032,YR,F,Y24,AL,2014,57.3
102088,YR,F,Y25,AL,2014,56.3
102144,YR,F,Y26,AL,2014,55.3
102200,YR,F,Y27,AL,2014,54.3
102256,YR,F,Y28,AL,2014,53.3
102312,YR,F,Y29,AL,2014,52.4
102368,YR,F,Y3,AL,2014,77.8
102424,YR,F,Y30,AL,2014,51.4
102480,YR,F,Y31,AL,2014,50.4
102536,YR,F,Y32,AL,2014,49.5
102592,YR,F,Y33,AL,2014,48.5
102648,YR,F,Y34,AL,2014,47.5
102704,YR,F,Y35,AL,2014,46.5
102760,YR,F,Y36,AL,2014,45.6
102816,YR,F,Y37,AL,2014,44.6
102872,YR,F,Y38,AL,2014,43.6
102928,YR,F,Y39,AL,2014,42.7
102984,YR,F,Y4,AL,2014,76.9
103040,YR,F,Y40,AL,2014,41.7
103096,YR,F,Y41,AL,2014,40.8
103152,YR,F,Y42,AL,2014,39.8
103208,YR,F,Y43,AL,2014,38.8
103264,YR,F,Y44,AL,2014,37.9
103320,YR,F,Y45,AL,2014,36.9
103376,YR,F,Y46,AL,2014,36.0
103432,YR,F,Y47,AL,2014,35.0
103488,YR,F,Y48,AL,2014,34.1
103544,YR,F,Y49,AL,2014,33.1
103600,YR,F,Y5,AL,2014,75.9
103656,YR,F,Y50,AL,2014,32.2
103712,YR,F,Y51,AL,2014,31.3
103768,YR,F,Y52,AL,2014,30.4
103824,YR,F,Y53,AL,2014,29.4
103880,YR,F,Y54,AL,2014,28.5
103936,YR,F,Y55,AL,2014,27.5
103992,YR,F,Y56,AL,2014,26.6
104048,YR,F,Y57,AL,2014,25.7
104104,YR,F,Y58,AL,2014,24.8
104160,YR,F,Y59,AL,2014,23.9
104216,YR,F,Y6,AL,2014,74.9
104272,YR,F,Y60,AL,2014,23.0
104328,YR,F,Y61,AL,2014,22.1
104384,YR,F,Y62,AL,2014,21.2
104440,YR,F,Y63,AL,2014,20.3
104496,YR,F,Y64,AL,2014,19.4
104552,YR,F,Y65,AL,2014,18.5
104608,YR,F,Y66,AL,2014,17.6
104664,YR,F,Y67,AL,2014,16.8
104720,YR,F,Y68,AL,2014,15.9
104776,YR,F,Y69,AL,2014,15.0
104832,YR,F,Y7,AL,2014,73.9
104888,YR,F,Y70,AL,2014,14.2
104944,YR,F,Y71,AL,2014,13.4
105000,YR,F,Y72,AL,2014,12.6
105056,YR,F,Y73,AL,2014,11.9
105112,YR,F,Y74,AL,2014,11.1
105168,YR,F,Y75,AL,2014,10.4
105224,YR,F,Y76,AL,2014,9.7
105280,YR,F,Y77,AL,2014,9.0
105336,YR,F,Y78,AL,2014,8.4
105392,YR,F,Y79,AL,2014,7.8
105448,YR,F,Y8,AL,2014,72.9
105504,YR,F,Y80,AL,2014,7.1
105560,YR,F,Y81,AL,2014,6.6
105616,YR,F,Y82,AL,2014,6.0
105672,YR,F,Y83,AL,2014,5.5
105728,YR,F,Y84,AL,2014,5.1
105784,YR,F,Y9,AL,2014,72.0
105840,YR,F,Y_GE85,AL,2014,4.6
105896,YR,F,Y_LT1,AL,2014,80.1
105952,YR,M,Y1,AL,2014,76.0
106008,YR,M,Y10,AL,2014,67.2
106064,YR,M,Y11,AL,2014,66.2
106120,YR,M,Y12,AL,2014,65.2
106176,YR,M,Y13,AL,2014,64.2
106232,YR,M,Y14,AL,2014,63.2
106288,YR,M,Y15,AL,2014,62.3
106344,YR,M,Y16,AL,2014,61.3
106400,YR,M,Y17,AL,2014,60.3
106456,YR,M,Y18,AL,2014,59.3
106512,YR,M,Y19,AL,2014,58.4
106568,YR,M,Y2,AL,2014,75.0
106624,YR,M,Y20,AL,2014,57.4
106680,YR,M,Y21,AL,2014,56.5
106736,YR,M,Y22,AL,2014,55.5
106792,YR,M,Y23,AL,2014,54.5
106848,YR,M,Y24,AL,2014,53.6
106904,YR,M,Y25,AL,2014,52.6
106960,YR,M,Y26,AL,2014,51.6
107016,YR,M,Y27,AL,2014,50.7
107072,YR,M,Y28,AL,2014,49.7
107128,YR,M,Y29,AL,2014,48.8
107184,YR,M,Y3,AL,2014,74.1
107240,YR,M,Y30,AL,2014,47.8
107296,YR,M,Y31,AL,2014,46.9
107352,YR,M,Y32,AL,2014,45.9
107408,YR,M,Y33,AL,2014,45.0
107464,YR,M,Y34,AL,2014,44.0
107520,YR,M,Y35,AL,2014,43.1
107576,YR,M,Y36,AL,2014,42.2
107632,YR,M,Y37,AL,2014,41.2
107688,YR,M,Y38,AL,2014,40.3
107744,YR,M,Y39,AL,2014,39.4
107800,YR,M,Y4,AL,2014,73.1
107856,YR,M,Y40,AL,2014,38.4
107912,YR,M,Y41,AL,2014,37.5
107968,YR,M,Y42,AL,2014,36.6
108024,YR,M,Y43,AL,2014,35.7
108080,YR,M,Y44,AL,2014,34.7
108136,YR,M,Y45,AL,2014,33.8
108192,YR,M,Y46,AL,2014,32.9
108248,YR,M,Y47,AL,2014,32.0
108304,YR,M,Y48,AL,2014,31.1
108360,YR,M,Y49,AL,2014,30.2
108416,YR,M,Y5,AL,2014,72.1
108472,YR,M,Y50,AL,2014,29.3
108528,YR,M,Y51,AL,2014,28.4
108584,YR,M,Y52,AL,2014,27.5
108640,YR,M,Y53,AL,2014,26.7
108696,YR,M,Y54,AL,2014,25.8
108752,YR,M,Y55,AL,2014,25.0
108808,YR,M,Y56,AL,2014,24.1
108864,YR,M,Y57,AL,2014,23.2
108920,YR,M,Y58,AL,2014,22.4
108976,YR,M,Y59,AL,2014,21.5
109032,YR,M,Y6,AL,2014,71.1
109088,YR,M,Y60,AL,2014,20.7
109144,YR,M,Y61,AL,2014,19.9
109200,YR,M,Y62,AL,2014,19.1
109256,YR,M,Y63,AL,2014,18.3
109312,YR,M,Y64,AL,2014,17.5
109368,YR,M,Y65,AL,2014,16.7
109424,YR,M,Y66,AL,2014,16.0
109480,YR,M,Y67,AL,2014,15.2
109536,YR,M,Y68,AL,2014,14.5
109592,YR,M,Y69,AL,2014,13.8
109648,YR,M,Y7,AL,2014,70.1
109704,YR,M,Y70,AL,2014,13.0
109760,YR,M,Y71,AL,2014,12.3
109816,YR,M,Y72,AL,2014,11.6
109872,YR,M,Y73,AL,2014,10.9
109928,YR,M,Y74,AL,2014,10.2
109984,YR,M,Y75,AL,2014,9.6
110040,YR,M,Y76,AL,2014,9.0
110096,YR,M,Y77,AL,2014,8.4
110152,YR,M,Y78,AL,2014,7.8
110208,YR,M,Y79,AL,2014,7.3
110264,YR,M,Y8,AL,2014,69.2
110320,YR,M,Y80,AL,2014,6.9
110376,YR,M,Y81,AL,2014,6.4
110432,YR,M,Y82,AL,2014,5.9
110488,YR,M,Y83,AL,2014,5.5
110544,YR,M,Y84,AL,2014,5.1
110600,YR,M,Y9,AL,2014,68.2
110656,YR,M,Y_GE85,AL,2014,4.8
110712,YR,M,Y_LT1,AL,2014,76.4
110768,YR,T,Y1,AL,2014,77.8
110824,YR,T,Y10,AL,2014,69.0
110880,YR,T,Y11,AL,2014,68.0
110936,YR,T,Y12,AL,2014,67.1
110992,YR,T,Y13,AL,2014,66.1
111048,YR,T,Y14,AL,2014,65.1
111104,YR,T,Y15,AL,2014,64.1
111160,YR,T,Y16,AL,2014,63.1
111216,YR,T,Y17,AL,2014,62.2
111272,YR,T,Y18,AL,2014,61.2
111328,YR,T,Y19,AL,2014,60.2
111384,YR,T,Y2,AL,2014,76.8
111440,YR,T,Y20,AL,2014,59.2
111496,YR,T,Y21,AL,2014,58.3
111552,YR,T,Y22,AL,2014,57.3
111608,YR,T,Y23,AL,2014,56.3
111664,YR,T,Y24,AL,2014,55.4
111720,YR,T,Y25,AL,2014,54.4
111776,YR,T,Y26,AL,2014,53.4
111832,YR,T,Y27,AL,2014,52.4
111888,YR,T,Y28,AL,2014,51.5
111944,YR,T,Y29,AL,2014,50.5
112000,YR,T,Y3,AL,2014,75.9
112056,YR,T,Y30,AL,2014,49.6
112112,YR,T,Y31,AL,2014,48.6
112168,YR,T,Y32,AL,2014,47.6
112224,YR,T,Y33,AL,2014,46.7
112280,YR,T,Y34,AL,2014,45.7
112336,YR,T,Y35,AL,2014,44.8
112392,YR,T,Y36,AL,2014,43.8
112448,YR,T,Y37,AL,2014,42.9
112504,YR,T,Y38,AL,2014,41.9
112560,YR,T,Y39,AL,2014,41.0
112616,YR,T,Y4,AL,2014,74.9
112672,YR,T,Y40,AL,2014,40.0
112728,YR,T,Y41,AL,2014,39.1
112784,YR,T,Y42,AL,2014,38.1
112840,YR,T,Y43,AL,2014,37.2
112896,YR,T,Y44,AL,2014,36.3
112952,YR,T,Y45,AL,2014,35.3
113008,YR,T,Y46,AL,2014,34.4
113064,YR,T,Y47,AL,2014,33.5
113120,YR,T,Y48,AL,2014,32.5
113176,YR,T,Y49,AL,2014,31.6
113232,YR,T,Y5,AL,2014,73.9
113288,YR,T,Y50,AL,2014,30.7
113344,YR,T,Y51,AL,2014,29.8
113400,YR,T,Y52,AL,2014,28.9
113456,YR,T,Y53,AL,2014,28.0
113512,YR,T,Y54,AL,2014,27.1
113568,YR,T,Y55,AL,2014,26.2
113624,YR,T,Y56,AL,2014,25.3
113680,YR,T,Y57,AL,2014,24.4
113736,YR,T,Y58,AL,2014,23.5
113792,YR,T,Y59,AL,2014,22.7
113848,YR,T,Y6,AL,2014,72.9
113904,YR,T,Y60,AL,2014,21.8
113960,YR,T,Y61,AL,2014,20.9
114016,YR,T,Y62,AL,2014,20.1
114072,YR,T,Y63,AL,2014,19.2
114128,YR,T,Y64,AL,2014,18.4
114184,YR,T,Y65,AL,2014,17.6
114240,YR,T,Y66,AL,2014,16.8
114296,YR,T,Y67,AL,2014,16.0
114352,YR,T,Y68,AL,2014,15.2
114408,YR,T,Y69,AL,2014,14.4
114464,YR,T,Y7,AL,2014,72.0
114520,YR,T,Y70,AL,2014,13.6
114576,YR,T,Y71,AL,2014,12.8
114632,YR,T,Y72,AL,2014,12.1
114688,YR,T,Y73,AL,2014,11.4
114744,YR,T,Y74,AL,2014,10.7
114800,YR,T,Y75,AL,2014,10.0
114856,YR,T,Y76,AL,2014,9.3
114912,YR,T,Y77,AL,2014,8.7
114968,YR,T,Y78,AL,2014,8.1
115024,YR,T,Y79,AL,2014,7.5
115080,YR,T,Y8,AL,2014,71.0
115136,YR,T,Y80,AL,2014,7.0
115192,YR,T,Y81,AL,2014,6.5
115248,YR,T,Y82,AL,2014,6.0
115304,YR,T,Y83,AL,2014,5.5
115360,YR,T,Y84,AL,2014,5.1
115416,YR,T,Y9,AL,2014,70.0
115472,YR,T,Y_GE85,AL,2014,4.7
115528,YR,T,Y_LT1,AL,2014,78.2
115584,YR,F,Y1,AL,2013,79.6
115640,YR,F,Y10,AL,2013,70.8
115696,YR,F,Y11,AL,2013,69.9
115752,YR,F,Y12,AL,2013,68.9
115808,YR,F,Y13,AL,2013,67.9
115864,YR,F,Y14,AL,2013,66.9
115920,YR,F,Y15,AL,2013,65.9
115976,YR,F,Y16,AL,2013,64.9
116032,YR,F,Y17,AL,2013,64.0
116088,YR,F,Y18,AL,2013,63.0
116144,YR,F,Y19,AL,2013,62.0
116200,YR,F,Y2,AL,2013,78.7
116256,YR,F,Y20,AL,2013,61.1
116312,YR,F,Y21,AL,2013,60.1
116368,YR,F,Y22,AL,2013,59.1
116424,YR,F,Y23,AL,2013,58.1
116480,YR,F,Y24,AL,2013,57.2
116536,YR,F,Y25,AL,2013,56.2
116592,YR,F,Y26,AL,2013,55.2
116648,YR,F,Y27,AL,2013,54.2
116704,YR,F,Y28,AL,2013,53.2
116760,YR,F,Y29,AL,2013,52.3
116816,YR,F,Y3,AL,2013,77.7
116872,YR,F,Y30,AL,2013,51.3
116928,YR,F,Y31,AL,2013,50.3
116984,YR,F,Y32,AL,2013,49.4
117040,YR,F,Y33,AL,2013,48.4
117096,YR,F,Y34,AL,2013,47.4
117152,YR,F,Y35,AL,2013,46.4
117208,YR,F,Y36,AL,2013,45.5
117264,YR,F,Y37,AL,2013,44.5
117320,YR,F,Y38,AL,2013,43.5
117376,YR,F,Y39,AL,2013,42.5
117432,YR,F,Y4,AL,2013,76.8
117488,YR,F,Y40,AL,2013,41.6
117544,YR,F,Y41,AL,2013,40.6
117600,YR,F,Y42,AL,2013,39.6
117656,YR,F,Y43,AL,2013,38.7
117712,YR,F,Y44,AL,2013,37.7
117768,YR,F,Y45,AL,2013,36.8
117824,YR,F,Y46,AL,2013,35.8
117880,YR,F,Y47,AL,2013,34.9
117936,YR,F,Y48,AL,2013,33.9
117992,YR,F,Y49,AL,2013,33.0
118048,YR,F,Y5,AL,2013,75.8
118104,YR,F,Y50,AL,2013,32.0
118160,YR,F,Y51,AL,2013,31.1
118216,YR,F,Y52,AL,2013,30.2
118272,YR,F,Y53,AL,2013,29.2
118328,YR,F,Y54,AL,2013,28.3
118384,YR,F,Y55,AL,2013,27.4
118440,YR,F,Y56,AL,2013,26.5
118496,YR,F,Y57,AL,2013,25.6
118552,YR,F,Y58,AL,2013,24.7
118608,YR,F,Y59,AL,2013,23.7
118664,YR,F,Y6,AL,2013,74.8
118720,YR,F,Y60,AL,2013,22.8
118776,YR,F,Y61,AL,2013,21.9
118832,YR,F,Y62,AL,2013,21.0
118888,YR,F,Y63,AL,2013,20.2
118944,YR,F,Y64,AL,2013,19.3
119000,YR,F,Y65,AL,2013,18.4
119056,YR,F,Y66,AL,2013,17.5
119112,YR,F,Y67,AL,2013,16.7
119168,YR,F,Y68,AL,2013,15.8
119224,YR,F,Y69,AL,2013,15.0
119280,YR,F,Y7,AL,2013,73.8
119336,YR,F,Y70,AL,2013,14.1
119392,YR,F,Y71,AL,2013,13.3
119448,YR,F,Y72,AL,2013,12.6
119504,YR,F,Y73,AL,2013,11.9
119560,YR,F,Y74,AL,2013,11.1
119616,YR,F,Y75,AL,2013,10.4
119672,YR,F,Y76,AL,2013,9.7
119728,YR,F,Y77,AL,2013,9.1
119784,YR,F,Y78,AL,2013,8.4
119840,YR,F,Y79,AL,2013,7.8
119896,YR,F,Y8,AL,2013,72.8
119952,YR,F,Y80,AL,2013,7.2
120008,YR,F,Y81,AL,2013,6.6
120064,YR,F,Y82,AL,2013,6.2
120120,YR,F,Y83,AL,2013,5.7
120176,YR,F,Y84,AL,2013,5.3
120232,YR,F,Y9,AL,2013,71.8
120288,YR,F,Y_GE85,AL,2013,4.7
120344,YR,F,Y_LT1,AL,2013,80.1
120400,YR,M,Y1,AL,2013,75.7
120456,YR,M,Y10,AL,2013,66.9
120512,YR,M,Y11,AL,2013,65.9
120568,YR,M,Y12,AL,2013,64.9
120624,YR,M,Y13,AL,2013,64.0
120680,YR,M,Y14,AL,2013,63.0
120736,YR,M,Y15,AL,2013,62.0
120792,YR,M,Y16,AL,2013,61.0
120848,YR,M,Y17,AL,2013,60.1
120904,YR,M,Y18,AL,2013,59.1
120960,YR,M,Y19,AL,2013,58.2
121016,YR,M,Y2,AL,2013,74.7
121072,YR,M,Y20,AL,2013,57.2
121128,YR,M,Y21,AL,2013,56.2
121184,YR,M,Y22,AL,2013,55.3
121240,YR,M,Y23,AL,2013,54.3
121296,YR,M,Y24,AL,2013,53.4
121352,YR,M,Y25,AL,2013,52.4
121408,YR,M,Y26,AL,2013,51.5
121464,YR,M,Y27,AL,2013,50.5
121520,YR,M,Y28,AL,2013,49.6
121576,YR,M,Y29,AL,2013,48.6
121632,YR,M,Y3,AL,2013,73.8
121688,YR,M,Y30,AL,2013,47.7
121744,YR,M,Y31,AL,2013,46.7
121800,YR,M,Y32,AL,2013,45.8
121856,YR,M,Y33,AL,2013,44.8
121912,YR,M,Y34,AL,2013,43.9
121968,YR,M,Y35,AL,2013,43.0
122024,YR,M,Y36,AL,2013,42.0
122080,YR,M,Y37,AL,2013,41.1
122136,YR,M,Y38,AL,2013,40.2
122192,YR,M,Y39,AL,2013,39.2
122248,YR,M,Y4,AL,2013,72.8
122304,YR,M,Y40,AL,2013,38.3
122360,YR,M,Y41,AL,2013,37.4
122416,YR,M,Y42,AL,2013,36.5
122472,YR,M,Y43,AL,2013,35.5
122528,YR,M,Y44,AL,2013,34.6
122584,YR,M,Y45,AL,2013,33.7
122640,YR,M,Y46,AL,2013,32.8
122696,YR,M,Y47,AL,2013,31.9
122752,YR,M,Y48,AL,2013,31.0
122808,YR,M,Y49,AL,2013,30.1
122864,YR,M,Y5,AL,2013,71.8
122920,YR,M,Y50,AL,2013,29.2
122976,YR,M,Y51,AL,2013,28.3
123032,YR,M,Y52,AL,2013,27.4
123088,YR,M,Y53,AL,2013,26.5
123144,YR,M,Y54,AL,2013,25.6
123200,YR,M,Y55,AL,2013,24.8
123256,YR,M,Y56,AL,2013,23.9
123312,YR,M,Y57,AL,2013,23.1
123368,YR,M,Y58,AL,2013,22.2
123424,YR,M,Y59,AL,2013,21.4
123480,YR,M,Y6,AL,2013,70.8
123536,YR,M,Y60,AL,2013,20.6
123592,YR,M,Y61,AL,2013,19.7
123648,YR,M,Y62,AL,2013,18.9
123704,YR,M,Y63,AL,2013,18.2
123760,YR,M,Y64,AL,2013,17.4
123816,YR,M,Y65,AL,2013,16.6
123872,YR,M,Y66,AL,2013,15.8
123928,YR,M,Y67,AL,2013,15.1
123984,YR,M,Y68,AL,2013,14.3
124040,YR,M,Y69,AL,2013,13.6
124096,YR,M,Y7,AL,2013,69.8
124152,YR,M,Y70,AL,2013,12.9
124208,YR,M,Y71,AL,2013,12.2
124264,YR,M,Y72,AL,2013,11.5
124320,YR,M,Y73,AL,2013,10.9
124376,YR,M,Y74,AL,2013,10.2
124432,YR,M,Y75,AL,2013,9.6
124488,YR,M,Y76,AL,2013,9.0
124544,YR,M,Y77,AL,2013,8.4
124600,YR,M,Y78,AL,2013,7.9
124656,YR,M,Y79,AL,2013,7.4
124712,YR,M,Y8,AL,2013,68.8
124768,YR,M,Y80,AL,2013,6.9
124824,YR,M,Y81,AL,2013,6.4
124880,YR,M,Y82,AL,2013,6.0
124936,YR,M,Y83,AL,2013,5.7
124992,YR,M,Y84,AL,2013,5.4
125048,YR,M,Y9,AL,2013,67.9
125104,YR,M,Y_GE85,AL,2013,5.0
125160,YR,M,Y_LT1,AL,2013,76.0
125216,YR,T,Y1,AL,2013,77.6
125272,YR,T,Y10,AL,2013,68.8
125328,YR,T,Y11,AL,2013,67.8
125384,YR,T,Y12,AL,2013,66.8
125440,YR,T,Y13,AL,2013,65.8
125496,YR,T,Y14,AL,2013,64.9
125552,YR,T,Y15,AL,2013,63.9
125608,YR,T,Y16,AL,2013,62.9
125664,YR,T,Y17,AL,2013,61.9
125720,YR,T,Y18,AL,2013,61.0
125776,YR,T,Y19,AL,2013,60.0
125832,YR,T,Y2,AL,2013,76.6
125888,YR,T,Y20,AL,2013,59.1
125944,YR,T,Y21,AL,2013,58.1
126000,YR,T,Y22,AL,2013,57.1
126056,YR,T,Y23,AL,2013,56.2
126112,YR,T,Y24,AL,2013,55.2
126168,YR,T,Y25,AL,2013,54.2
126224,YR,T,Y26,AL,2013,53.3
126280,YR,T,Y27,AL,2013,52.3
126336,YR,T,Y28,AL,2013,51.3
126392,YR,T,Y29,AL,2013,50.4
126448,YR,T,Y3,AL,2013,75.7
126504,YR,T,Y30,AL,2013,49.4
126560,YR,T,Y31,AL,2013,48.4
126616,YR,T,Y32,AL,2013,47.5
126672,YR,T,Y33,AL,2013,46.5
126728,YR,T,Y34,AL,2013,45.6
126784,YR,T,Y35,AL,2013,44.6
126840,YR,T,Y36,AL,2013,43.7
126896,YR,T,Y37,AL,2013,42.7
126952,YR,T,Y38,AL,2013,41.8
127008,YR,T,Y39,AL,2013,40.8
127064,YR,T,Y4,AL,2013,74.7
127120,YR,T,Y40,AL,2013,39.9
127176,YR,T,Y41,AL,2013,38.9
127232,YR,T,Y42,AL,2013,38.0
127288,YR,T,Y43,AL,2013,37.0
127344,YR,T,Y44,AL,2013,36.1
127400,YR,T,Y45,AL,2013,35.2
127456,YR,T,Y46,AL,2013,34.3
127512,YR,T,Y47,AL,2013,33.3
127568,YR,T,Y48,AL,2013,32.4
127624,YR,T,Y49,AL,2013,31.5
127680,YR,T,Y5,AL,2013,73.7
127736,YR,T,Y50,AL,2013,30.6
127792,YR,T,Y51,AL,2013,29.6
127848,YR,T,Y52,AL,2013,28.7
127904,YR,T,Y53,AL,2013,27.8
127960,YR,T,Y54,AL,2013,26.9
128016,YR,T,Y55,AL,2013,26.0
128072,YR,T,Y56,AL,2013,25.1
128128,YR,T,Y57,AL,2013,24.3
128184,YR,T,Y58,AL,2013,23.4
128240,YR,T,Y59,AL,2013,22.5
128296,YR,T,Y6,AL,2013,72.7
128352,YR,T,Y60,AL,2013,21.7
128408,YR,T,Y61,AL,2013,20.8
128464,YR,T,Y62,AL,2013,19.9
128520,YR,T,Y63,AL,2013,19.1
128576,YR,T,Y64,AL,2013,18.3
128632,YR,T,Y65,AL,2013,17.5
128688,YR,T,Y66,AL,2013,16.6
128744,YR,T,Y67,AL,2013,15.9
128800,YR,T,Y68,AL,2013,15.0
128856,YR,T,Y69,AL,2013,14.3
128912,YR,T,Y7,AL,2013,71.7
128968,YR,T,Y70,AL,2013,13.5
129024,YR,T,Y71,AL,2013,12.8
129080,YR,T,Y72,AL,2013,12.1
129136,YR,T,Y73,AL,2013,11.4
129192,YR,T,Y74,AL,2013,10.7
129248,YR,T,Y75,AL,2013,10.0
129304,YR,T,Y76,AL,2013,9.4
129360,YR,T,Y77,AL,2013,8.7
129416,YR,T,Y78,AL,2013,8.1
129472,YR,T,Y79,AL,2013,7.6
129528,YR,T,Y8,AL,2013,70.8
129584,YR,T,Y80,AL,2013,7.1
129640,YR,T,Y81,AL,2013,6.5
129696,YR,T,Y82,AL,2013,6.1
129752,YR,T,Y83,AL,2013,5.7
129808,YR,T,Y84,AL,2013,5.3
129864,YR,T,Y9,AL,2013,69.8
129920,YR,T,Y_GE85,AL,2013,4.8
129976,YR,T,Y_LT1,AL,2013,77.9
