,unit,sex,age,region,year,value
59976,YR,F,Y45,AL,2017,36.6
60032,YR,F,Y46,AL,2017,35.6
60088,YR,F,Y47,AL,2017,34.7
60144,YR,F,Y48,AL,2017,33.7
60200,YR,F,Y49,AL,2017,32.8
60256,YR,F,Y5,AL,2017,75.8
60312,YR,F,Y50,AL,2017,31.8
60368,YR,F,Y51,AL,2017,30.9
60424,YR,F,Y52,AL,2017,29.9
60480,YR,F,Y53,AL,2017,29.0
60536,YR,F,Y54,AL,2017,28.1
60592,YR,F,Y55,AL,2017,27.1
60648,YR,F,Y56,AL,2017,26.2
60704,YR,F,Y57,AL,2017,25.3
60760,YR,F,Y58,AL,2017,24.4
60816,YR,F,Y59,AL,2017,23.4
60872,YR,F,Y6,AL,2017,74.8
60928,YR,F,Y60,AL,2017,22.5
60984,YR,F,Y61,AL,2017,21.6
61040,YR,F,Y62,AL,2017,20.7
61096,YR,F,Y63,AL,2017,19.8
61152,YR,F,Y64,AL,2017,18.9
61208,YR,F,Y65,AL,2017,18.0
61264,YR,F,Y66,AL,2017,17.2
61320,YR,F,Y67,AL,2017,16.3
61376,YR,F,Y68,AL,2017,15.5
61432,YR,F,Y69,AL,2017,14.6
61488,YR,F,Y7,AL,2017,73.8
61544,YR,F,Y70,AL,2017,13.8
61600,YR,F,Y71,AL,2017,13.0
61656,YR,F,Y72,AL,2017,12.1
61712,YR,F,Y73,AL,2017,11.3
61768,YR,F,Y74,AL,2017,10.6
61824,YR,F,Y75,AL,2017,9.9
61880,YR,F,Y76,AL,2017,9.1
61936,YR,F,Y77,AL,2017,8.4
61992,YR,F,Y78,AL,2017,7.7
62048,YR,F,Y79,AL,2017,7.1
62104,YR,F,Y8,AL,2017,72.8
62160,YR,F,Y80,AL,2017,6.4
62216,YR,F,Y81,AL,2017,5.9
62272,YR,F,Y82,AL,2017,5.3
62328,YR,F,Y83,AL,2017,4.7
62384,YR,F,Y84,AL,2017,4.2
62440,YR,F,Y9,AL,2017,71.8
62496,YR,F,Y_GE85,AL,2017,3.6
62552,YR,F,Y_LT1,AL,2017,80.1
62608,YR,M,Y1,AL,2017,76.7
62664,YR,M,Y10,AL,2017,67.9
62720,YR,M,Y11,AL,2017,66.9
62776,YR,M,Y12,AL,2017,65.9
62832,YR,M,Y13,AL,2017,64.9
62888,YR,M,Y14,AL,2017,64.0
62944,YR,M,Y15,AL,2017,63.0
63000,YR,M,Y16,AL,2017,62.0
63056,YR,M,Y17,AL,2017,61.0
63112,YR,M,Y18,AL,2017,60.1
63168,YR,M,Y19,AL,2017,59.1
63224,YR,M,Y2,AL,2017,75.8
63280,YR,M,Y20,AL,2017,58.1
63336,YR,M,Y21,AL,2017,57.2
63392,YR,M,Y22,AL,2017,56.2
63448,YR,M,Y23,AL,2017,55.2
63504,YR,M,Y24,AL,2017,54.2
63560,YR,M,Y25,AL,2017,53.3
63616,YR,M,Y26,AL,2017,52.3
63672,YR,M,Y27,AL,2017,51.3
63728,YR,M,Y28,AL,2017,50.4
63784,YR,M,Y29,AL,2017,49.4
63840,YR,M,Y3,AL,2017,74.8
63896,YR,M,Y30,AL,2017,48.4
63952,YR,M,Y31,AL,2017,47.5
64008,YR,M,Y32,AL,2017,46.5
64064,YR,M,Y33,AL,2017,45.5
64120,YR,M,Y34,AL,2017,44.6
64176,YR,M,Y35,AL,2017,43.6
64232,YR,M,Y36,AL,2017,42.7
64288,YR,M,Y37,AL,2017,41.7
64344,YR,M,Y38,AL,2017,40.8
64400,YR,M,Y39,AL,2017,39.8
64456,YR,M,Y4,AL,2017,73.8
64512,YR,M,Y40,AL,2017,38.9
64568,YR,M,Y41,AL,2017,37.9
64624,YR,M,Y42,AL,2017,37.0
64680,YR,M,Y43,AL,2017,36.1
64736,YR,M,Y44,AL,2017,35.1
64792,YR,M,Y45,AL,2017,34.2
64848,YR,M,Y46,AL,2017,33.3
64904,YR,M,Y47,AL,2017,32.3
64960,YR,M,Y48,AL,2017,31.4
65016,YR,M,Y49,AL,2017,30.5
65072,YR,M,Y5,AL,2017,72.8
65128,YR,M,Y50,AL,2017,29.6
65184,YR,M,Y51,AL,2017,28.7
65240,YR,M,Y52,AL,2017,27.9
65296,YR,M,Y53,AL,2017,27.0
65352,YR,M,Y54,AL,2017,26.1
65408,YR,M,Y55,AL,2017,25.2
65464,YR,M,Y56,AL,2017,24.4
65520,YR,M,Y57,AL,2017,23.6
65576,YR,M,Y58,AL,2017,22.7
65632,YR,M,Y59,AL,2017,21.9
65688,YR,M,Y6,AL,2017,71.8
65744,YR,M,Y60,AL,2017,21.1
65800,YR,M,Y61,AL,2017,20.2
65856,YR,M,Y62,AL,2017,19.4
65912,YR,M,Y63,AL,2017,18.6
65968,YR,M,Y64,AL,2017,17.8
66024,YR,M,Y65,AL,2017,17.0
66080,YR,M,Y66,AL,2017,16.2
66136,YR,M,Y67,AL,2017,15.5
66192,YR,M,Y68,AL,2017,14.7
66248,YR,M,Y69,AL,2017,14.0
66304,YR,M,Y7,AL,2017,70.9
66360,YR,M,Y70,AL,2017,13.3
66416,YR,M,Y71,AL,2017,12.6
66472,YR,M,Y72,AL,2017,11.8
66528,YR,M,Y73,AL,2017,11.1
66584,YR,M,Y74,AL,2017,10.4
66640,YR,M,Y75,AL,2017,9.8
66696,YR,M,Y76,AL,2017,9.2
66752,YR,M,Y77,AL,2017,8.5
66808,YR,M,Y78,AL,2017,8.0
66864,YR,M,Y79,AL,2017,7.4
66920,YR,M,Y8,AL,2017,69.9
66976,YR,M,Y80,AL,2017,6.8
67032,YR,M,Y81,AL,2017,6.3
67088,YR,M,Y82,AL,2017,5.9
67144,YR,M,Y83,AL,2017,5.5
67200,YR,M,Y84,AL,2017,5.1
67256,YR,M,Y9,AL,2017,68.9
67312,YR,M,Y_GE85,AL,2017,4.7
67368,YR,M,Y_LT1,AL,2017,77.1
67424,YR,T,Y1,AL,2017,78.1
67480,YR,T,Y10,AL,2017,69.3
67536,YR,T,Y11,AL,2017,68.3
67592,YR,T,Y12,AL,2017,67.3
67648,YR,T,Y13,AL,2017,66.3
67704,YR,T,Y14,AL,2017,65.4
67760,YR,T,Y15,AL,2017,64.4
67816,YR,T,Y16,AL,2017,63.4
67872,YR,T,Y17,AL,2017,62.4
67928,YR,T,Y18,AL,2017,61.4
67984,YR,T,Y19,AL,2017,60.5
68040,YR,T,Y2,AL,2017,77.2
68096,YR,T,Y20,AL,2017,59.5
68152,YR,T,Y21,AL,2017,58.5
68208,YR,T,Y22,AL,2017,57.5
68264,YR,T,Y23,AL,2017,56.6
68320,YR,T,Y24,AL,2017,55.6
68376,YR,T,Y25,AL,2017,54.6
68432,YR,T,Y26,AL,2017,53.6
68488,YR,T,Y27,AL,2017,52.6
68544,YR,T,Y28,AL,2017,51.7
68600,YR,T,Y29,AL,2017,50.7
68656,YR,T,Y3,AL,2017,76.2
68712,YR,T,Y30,AL,2017,49.7
68768,YR,T,Y31,AL,2017,48.7
68824,YR,T,Y32,AL,2017,47.8
68880,YR,T,Y33,AL,2017,46.8
68936,YR,T,Y34,AL,2017,45.8
68992,YR,T,Y35,AL,2017,44.9
69048,YR,T,Y36,AL,2017,43.9
69104,YR,T,Y37,AL,2017,42.9
69160,YR,T,Y38,AL,2017,42.0
69216,YR,T,Y39,AL,2017,41.0
69272,YR,T,Y4,AL,2017,75.2
69328,YR,T,Y40,AL,2017,40.1
69384,YR,T,Y41,AL,2017,39.1
69440,YR,T,Y42,AL,2017,38.2
69496,YR,T,Y43,AL,2017,37.2
69552,YR,T,Y44,AL,2017,36.3
69608,YR,T,Y45,AL,2017,35.3
69664,YR,T,Y46,AL,2017,34.4
69720,YR,T,Y47,AL,2017,33.4
69776,YR,T,Y48,AL,2017,32.5
69832,YR,T,Y49,AL,2017,31.6
69888,YR,T,Y5,AL,2017,74.2
69944,YR,T,Y50,AL,2017,30.7
70000,YR,T,Y51,AL,2017,29.7
70056,YR,T,Y52,AL,2017,28.8
70112,YR,T,Y53,AL,2017,27.9
70168,YR,T,Y54,AL,2017,27.0
70224,YR,T,Y55,AL,2017,26.1
70280,YR,T,Y56,AL,2017,25.2
70336,YR,T,Y57,AL,2017,24.4
70392,YR,T,Y58,AL,2017,23.5
70448,YR,T,Y59,AL,2017,22.6
70504,YR,T,Y6,AL,2017,73.2
70560,YR,T,Y60,AL,2017,21.7
70616,YR,T,Y61,AL,2017,20.9
70672,YR,T,Y62,AL,2017,20.0
70728,YR,T,Y63,AL,2017,19.2
70784,YR,T,Y64,AL,2017,18.3
70840,YR,T,Y65,AL,2017,17.5
70896,YR,T,Y66,AL,2017,16.6
70952,YR,T,Y67,AL,2017,15.9
71008,YR,T,Y68,AL,2017,15.1
71064,YR,T,Y69,AL,2017,14.3
71120,YR,T,Y7,AL,2017,72.3
71176,YR,T,Y70,AL,2017,13.5
71232,YR,T,Y71,AL,2017,12.7
71288,YR,T,Y72,AL,2017,11.9
71344,YR,T,Y73,AL,2017,11.2
71400,YR,T,Y74,AL,2017,10.4
71456,YR,T,Y75,AL,2017,9.8
71512,YR,T,Y76,AL,2017,9.1
71568,YR,T,Y77,AL,2017,8.4
71624,YR,T,Y78,AL,2017,7.8
71680,YR,T,Y79,AL,2017,7.1
71736,YR,T,Y8,AL,2017,71.3
71792,YR,T,Y80,AL,2017,6.6
71848,YR,T,Y81,AL,2017,6.0
71904,YR,T,Y82,AL,2017,5.5
71960,YR,T,Y83,AL,2017,5.0
72016,YR,T,Y84,AL,2017,4.5
72072,YR,T,Y9,AL,2017,70.3
72128,YR,T,Y_GE85,AL,2017,4.0
72184,YR,T,Y_LT1,AL,2017,78.5
72240,YR,F,Y1,AL,2016,79.8
72296,YR,F,Y10,AL,2016,70.9
72352,YR,F,Y11,AL,2016,70.0
72408,YR,F,Y12,AL,2016,69.0
72464,YR,F,Y13,AL,2016,68.0
72520,YR,F,Y14,AL,2016,67.0
72576,YR,F,Y15,AL,2016,66.0
72632,YR,F,Y16,AL,2016,65.0
72688,YR,F,Y17,AL,2016,64.1
72744,YR,F,Y18,AL,2016,63.1
72800,YR,F,Y19,AL,2016,62.1
72856,YR,F,Y2,AL,2016,78.8
72912,YR,F,Y20,AL,2016,61.1
72968,YR,F,Y21,AL,2016,60.2
73024,YR,F,Y22,AL,2016,59.2
73080,YR,F,Y23,AL,2016,58.2
73136,YR,F,Y24,AL,2016,57.2
73192,YR,F,Y25,AL,2016,56.2
73248,YR,F,Y26,AL,2016,55.2
73304,YR,F,Y27,AL,2016,54.2
73360,YR,F,Y28,AL,2016,53.3
73416,YR,F,Y29,AL,2016,52.3
73472,YR,F,Y3,AL,2016,77.8
73528,YR,F,Y30,AL,2016,51.3
73584,YR,F,Y31,AL,2016,50.3
73640,YR,F,Y32,AL,2016,49.4
73696,YR,F,Y33,AL,2016,48.4
73752,YR,F,Y34,AL,2016,47.4
73808,YR,F,Y35,AL,2016,46.4
73864,YR,F,Y36,AL,2016,45.5
73920,YR,F,Y37,AL,2016,44.5
73976,YR,F,Y38,AL,2016,43.5
74032,YR,F,Y39,AL,2016,42.6
74088,YR,F,Y4,AL,2016,76.8
74144,YR,F,Y40,AL,2016,41.6
74200,YR,F,Y41,AL,2016,40.6
74256,YR,F,Y42,AL,2016,39.7
74312,YR,F,Y43,AL,2016,38.7
74368,YR,F,Y44,AL,2016,37.7
74424,YR,F,Y45,AL,2016,36.8
74480,YR,F,Y46,AL,2016,35.8
74536,YR,F,Y47,AL,2016,34.8
74592,YR,F,Y48,AL,2016,33.9
74648,YR,F,Y49,AL,2016,33.0
74704,YR,F,Y5,AL,2016,75.9
74760,YR,F,Y50,AL,2016,32.0
74816,YR,F,Y51,AL,2016,31.1
74872,YR,F,Y52,AL,2016,30.1
74928,YR,F,Y53,AL,2016,29.2
74984,YR,F,Y54,AL,2016,28.2
75040,YR,F,Y55,AL,2016,27.3
75096,YR,F,Y56,AL,2016,26.4
75152,YR,F,Y57,AL,2016,25.5
75208,YR,F,Y58,AL,2016,24.5
75264,YR,F,Y59,AL,2016,23.6
75320,YR,F,Y6,AL,2016,74.9
75376,YR,F,Y60,AL,2016,22.7
75432,YR,F,Y61,AL,2016,21.8
75488,YR,F,Y62,AL,2016,20.9
75544,YR,F,Y63,AL,2016,20.0
75600,YR,F,Y64,AL,2016,19.1
75656,YR,F,Y65,AL,2016,18.3
75712,YR,F,Y66,AL,2016,17.4
75768,YR,F,Y67,AL,2016,16.6
75824,YR,F,Y68,AL,2016,15.7
75880,YR,F,Y69,AL,2016,14.8
75936,YR,F,Y7,AL,2016,73.9
75992,YR,F,Y70,AL,2016,14.0
76048,YR,F,Y71,AL,2016,13.1
76104,YR,F,Y72,AL,2016,12.4
76160,YR,F,Y73,AL,2016,11.6
76216,YR,F,Y74,AL,2016,10.8
76272,YR,F,Y75,AL,2016,10.1
76328,YR,F,Y76,AL,2016,9.4
76384,YR,F,Y77,AL,2016,8.7
76440,YR,F,Y78,AL,2016,8.0
76496,YR,F,Y79,AL,2016,7.3
76552,YR,F,Y8,AL,2016,72.9
76608,YR,F,Y80,AL,2016,6.7
76664,YR,F,Y81,AL,2016,6.2
76720,YR,F,Y82,AL,2016,5.6
76776,YR,F,Y83,AL,2016,5.0
76832,YR,F,Y84,AL,2016,4.4
76888,YR,F,Y9,AL,2016,71.9
76944,YR,F,Y_GE85,AL,2016,3.9
77000,YR,F,Y_LT1,AL,2016,80.1
77056,YR,M,Y1,AL,2016,76.7
77112,YR,M,Y10,AL,2016,67.9
77168,YR,M,Y11,AL,2016,66.9
77224,YR,M,Y12,AL,2016,65.9
77280,YR,M,Y13,AL,2016,64.9
77336,YR,M,Y14,AL,2016,64.0
77392,YR,M,Y15,AL,2016,63.0
77448,YR,M,Y16,AL,2016,62.0
77504,YR,M,Y17,AL,2016,61.0
77560,YR,M,Y18,AL,2016,60.0
77616,YR,M,Y19,AL,2016,59.1
77672,YR,M,Y2,AL,2016,75.8
77728,YR,M,Y20,AL,2016,58.1
77784,YR,M,Y21,AL,2016,57.1
77840,YR,M,Y22,AL,2016,56.2
77896,YR,M,Y23,AL,2016,55.2
77952,YR,M,Y24,AL,2016,54.2
78008,YR,M,Y25,AL,2016,53.2
78064,YR,M,Y26,AL,2016,52.3
78120,YR,M,Y27,AL,2016,51.3
78176,YR,M,Y28,AL,2016,50.3
78232,YR,M,Y29,AL,2016,49.3
78288,YR,M,Y3,AL,2016,74.8
78344,YR,M,Y30,AL,2016,48.4
78400,YR,M,Y31,AL,2016,47.4
78456,YR,M,Y32,AL,2016,46.4
78512,YR,M,Y33,AL,2016,45.5
78568,YR,M,Y34,AL,2016,44.5
78624,YR,M,Y35,AL,2016,43.6
78680,YR,M,Y36,AL,2016,42.6
78736,YR,M,Y37,AL,2016,41.7
78792,YR,M,Y38,AL,2016,40.7
78848,YR,M,Y39,AL,2016,39.8
78904,YR,M,Y4,AL,2016,73.8
78960,YR,M,Y40,AL,2016,38.8
79016,YR,M,Y41,AL,2016,37.9
79072,YR,M,Y42,AL,2016,37.0
79128,YR,M,Y43,AL,2016,36.0
79184,YR,M,Y44,AL,2016,35.1
79240,YR,M,Y45,AL,2016,34.2
79296,YR,M,Y46,AL,2016,33.3
79352,YR,M,Y47,AL,2016,32.3
79408,YR,M,Y48,AL,2016,31.4
79464,YR,M,Y49,AL,2016,30.5
79520,YR,M,Y5,AL,2016,72.8
79576,YR,M,Y50,AL,2016,29.6
79632,YR,M,Y51,AL,2016,28.7
79688,YR,M,Y52,AL,2016,27.8
79744,YR,M,Y53,AL,2016,26.9
79800,YR,M,Y54,AL,2016,26.1
79856,YR,M,Y55,AL,2016,25.2
79912,YR,M,Y56,AL,2016,24.3
79968,YR,M,Y57,AL,2016,23.5
80024,YR,M,Y58,AL,2016,22.6
80080,YR,M,Y59,AL,2016,21.8
80136,YR,M,Y6,AL,2016,71.8
80192,YR,M,Y60,AL,2016,20.9
80248,YR,M,Y61,AL,2016,20.1
80304,YR,M,Y62,AL,2016,19.3
80360,YR,M,Y63,AL,2016,18.5
80416,YR,M,Y64,AL,2016,17.7
80472,YR,M,Y65,AL,2016,16.9
80528,YR,M,Y66,AL,2016,16.1
80584,YR,M,Y67,AL,2016,15.4
80640,YR,M,Y68,AL,2016,14.6
80696,YR,M,Y69,AL,2016,13.9
80752,YR,M,Y7,AL,2016,70.9
80808,YR,M,Y70,AL,2016,13.2
80864,YR,M,Y71,AL,2016,12.4
80920,YR,M,Y72,AL,2016,11.7
80976,YR,M,Y73,AL,2016,11.0
81032,YR,M,Y74,AL,2016,10.4
81088,YR,M,Y75,AL,2016,9.7
81144,YR,M,Y76,AL,2016,9.1
81200,YR,M,Y77,AL,2016,8.5
81256,YR,M,Y78,AL,2016,7.9
81312,YR,M,Y79,AL,2016,7.3
81368,YR,M,Y8,AL,2016,69.9
81424,YR,M,Y80,AL,2016,6.8
81480,YR,M,Y81,AL,2016,6.4
81536,YR,M,Y82,AL,2016,5.9
81592,YR,M,Y83,AL,2016,5.5
81648,YR,M,Y84,AL,2016,5.1
81704,YR,M,Y9,AL,2016,68.9
81760,YR,M,Y_GE85,AL,2016,4.7
81816,YR,M,Y_LT1,AL,2016,77.1
81872,YR,T,Y1,AL,2016,78.2
81928,YR,T,Y10,AL,2016,69.4
81984,YR,T,Y11,AL,2016,68.4
82040,YR,T,Y12,AL,2016,67.4
82096,YR,T,Y13,AL,2016,66.4
82152,YR,T,Y14,AL,2016,65.4
82208,YR,T,Y15,AL,2016,64.4
82264,YR,T,Y16,AL,2016,63.5
82320,YR,T,Y17,AL,2016,62.5
82376,YR,T,Y18,AL,2016,61.5
82432,YR,T,Y19,AL,2016,60.5
82488,YR,T,Y2,AL,2016,77.2
82544,YR,T,Y20,AL,2016,59.6
82600,YR,T,Y21,AL,2016,58.6
82656,YR,T,Y22,AL,2016,57.6
82712,YR,T,Y23,AL,2016,56.6
82768,YR,T,Y24,AL,2016,55.6
82824,YR,T,Y25,AL,2016,54.7
82880,YR,T,Y26,AL,2016,53.7
82936,YR,T,Y27,AL,2016,52.7
82992,YR,T,Y28,AL,2016,51.7
83048,YR,T,Y29,AL,2016,50.7
83104,YR,T,Y3,AL,2016,76.2
83160,YR,T,Y30,AL,2016,49.8
83216,YR,T,Y31,AL,2016,48.8
83272,YR,T,Y32,AL,2016,47.8
83328,YR,T,Y33,AL,2016,46.9
83384,YR,T,Y34,AL,2016,45.9
83440,YR,T,Y35,AL,2016,44.9
83496,YR,T,Y36,AL,2016,44.0
83552,YR,T,Y37,AL,2016,43.0
83608,YR,T,Y38,AL,2016,42.1
83664,YR,T,Y39,AL,2016,41.1
83720,YR,T,Y4,AL,2016,75.3
83776,YR,T,Y40,AL,2016,40.2
83832,YR,T,Y41,AL,2016,39.2
83888,YR,T,Y42,AL,2016,38.3
83944,YR,T,Y43,AL,2016,37.3
84000,YR,T,Y44,AL,2016,36.4
84056,YR,T,Y45,AL,2016,35.4
84112,YR,T,Y46,AL,2016,34.5
84168,YR,T,Y47,AL,2016,33.5
84224,YR,T,Y48,AL,2016,32.6
84280,YR,T,Y49,AL,2016,31.7
84336,YR,T,Y5,AL,2016,74.3
84392,YR,T,Y50,AL,2016,30.8
84448,YR,T,Y51,AL,2016,29.8
84504,YR,T,Y52,AL,2016,28.9
84560,YR,T,Y53,AL,2016,28.0
84616,YR,T,Y54,AL,2016,27.1
84672,YR,T,Y55,AL,2016,26.2
84728,YR,T,Y56,AL,2016,25.3
84784,YR,T,Y57,AL,2016,24.4
84840,YR,T,Y58,AL,2016,23.5
84896,YR,T,Y59,AL,2016,22.7
84952,YR,T,Y6,AL,2016,73.3
85008,YR,T,Y60,AL,2016,21.8
85064,YR,T,Y61,AL,2016,20.9
85120,YR,T,Y62,AL,2016,20.1
85176,YR,T,Y63,AL,2016,19.2
85232,YR,T,Y64,AL,2016,18.4
85288,YR,T,Y65,AL,2016,17.6
85344,YR,T,Y66,AL,2016,16.7
85400,YR,T,Y67,AL,2016,15.9
85456,YR,T,Y68,AL,2016,15.1
85512,YR,T,Y69,AL,2016,14.3
85568,YR,T,Y7,AL,2016,72.3
85624,YR,T,Y70,AL,2016,13.6
85680,YR,T,Y71,AL,2016,12.7
85736,YR,T,Y72,AL,2016,12.0
85792,YR,T,Y73,AL,2016,11.3
85848,YR,T,Y74,AL,2016,10.6
85904,YR,T,Y75,AL,2016,9.9
85960,YR,T,Y76,AL,2016,9.2
86016,YR,T,Y77,AL,2016,8.5
86072,YR,T,Y78,AL,2016,7.9
86128,YR,T,Y79,AL,2016,7.3
86184,YR,T,Y8,AL,2016,71.3
86240,YR,T,Y80,AL,2016,6.7
86296,YR,T,Y81,AL,2016,6.2
86352,YR,T,Y82,AL,2016,5.7
86408,YR,T,Y83,AL,2016,5.2
86464,YR,T,Y84,AL,2016,4.7
86520,YR,T,Y9,AL,2016,70.3
86576,YR,T,Y_GE85,AL,2016,4.2
86632,YR,T,Y_LT1,AL,2016,78.5
86688,YR,F,Y1,AL,2015,79.2
86744,YR,F,Y10,AL,2015,70.4
86800,YR,F,Y11,AL,2015,69.4
86856,YR,F,Y12,AL,2015,68.5
86912,YR,F,Y13,AL,2015,67.5
86968,YR,F,Y14,AL,2015,66.5
87024,YR,F,Y15,AL,2015,65.5
87080,YR,F,Y16,AL,2015,64.5
87136,YR,F,Y17,AL,2015,63.5
87192,YR,F,Y18,AL,2015,62.6
87248,YR,F,Y19,AL,2015,61.6
87304,YR,F,Y2,AL,2015,78.2
87360,YR,F,Y20,AL,2015,60.6
87416,YR,F,Y21,AL,2015,59.6
87472,YR,F,Y22,AL,2015,58.6
87528,YR,F,Y23,AL,2015,57.6
87584,YR,F,Y24,AL,2015,56.7
87640,YR,F,Y25,AL,2015,55.7
87696,YR,F,Y26,AL,2015,54.7
87752,YR,F,Y27,AL,2015,53.7
87808,YR,F,Y28,AL,2015,52.7
87864,YR,F,Y29,AL,2015,51.8
87920,YR,F,Y3,AL,2015,77.2
87976,YR,F,Y30,AL,2015,50.8
88032,YR,F,Y31,AL,2015,49.8
88088,YR,F,Y32,AL,2015,48.8
88144,YR,F,Y33,AL,2015,47.9
88200,YR,F,Y34,AL,2015,46.9
88256,YR,F,Y35,AL,2015,45.9
88312,YR,F,Y36,AL,2015,45.0
88368,YR,F,Y37,AL,2015,44.0
88424,YR,F,Y38,AL,2015,43.0
88480,YR,F,Y39,AL,2015,42.0
88536,YR,F,Y4,AL,2015,76.3
88592,YR,F,Y40,AL,2015,41.1
88648,YR,F,Y41,AL,2015,40.1
88704,YR,F,Y42,AL,2015,39.1
88760,YR,F,Y43,AL,2015,38.2
88816,YR,F,Y44,AL,2015,37.2
88872,YR,F,Y45,AL,2015,36.3
88928,YR,F,Y46,AL,2015,35.3
88984,YR,F,Y47,AL,2015,34.4
89040,YR,F,Y48,AL,2015,33.4
89096,YR,F,Y49,AL,2015,32.5
89152,YR,F,Y5,AL,2015,75.3
89208,YR,F,Y50,AL,2015,31.5
89264,YR,F,Y51,AL,2015,30.6
89320,YR,F,Y52,AL,2015,29.7
89376,YR,F,Y53,AL,2015,28.7
89432,YR,F,Y54,AL,2015,27.8
89488,YR,F,Y55,AL,2015,26.9
89544,YR,F,Y56,AL,2015,25.9
89600,YR,F,Y57,AL,2015,25.0
89656,YR,F,Y58,AL,2015,24.1
89712,YR,F,Y59,AL,2015,23.2
89768,YR,F,Y6,AL,2015,74.3
89824,YR,F,Y60,AL,2015,22.2
89880,YR,F,Y61,AL,2015,21.3
89936,YR,F,Y62,AL,2015,20.4
89992,YR,F,Y63,AL,2015,19.5
90048,YR,F,Y64,AL,2015,18.6
90104,YR,F,Y65,AL,2015,17.8
90160,YR,F,Y66,AL,2015,16.9
90216,YR,F,Y67,AL,2015,16.1
90272,YR,F,Y68,AL,2015,15.2
90328,YR,F,Y69,AL,2015,14.4
90384,YR,F,Y7,AL,2015,73.3
90440,YR,F,Y70,AL,2015,13.6
90496,YR,F,Y71,AL,2015,12.7
90552,YR,F,Y72,AL,2015,12.0
90608,YR,F,Y73,AL,2015,11.3
90664,YR,F,Y74,AL,2015,10.5
90720,YR,F,Y75,AL,2015,9.8
90776,YR,F,Y76,AL,2015,9.1
90832,YR,F,Y77,AL,2015,8.4
90888,YR,F,Y78,AL,2015,7.8
90944,YR,F,Y79,AL,2015,7.1
91000,YR,F,Y8,AL,2015,72.3
91056,YR,F,Y80,AL,2015,6.6
91112,YR,F,Y81,AL,2015,6.0
91168,YR,F,Y82,AL,2015,5.4
91224,YR,F,Y83,AL,2015,4.9
91280,YR,F,Y84,AL,2015,4.4
91336,YR,F,Y9,AL,2015,71.4
91392,YR,F,Y_GE85,AL,2015,4.1
91448,YR,F,Y_LT1,AL,2015,79.7
91504,YR,M,Y1,AL,2015,75.9
91560,YR,M,Y10,AL,2015,67.1
91616,YR,M,Y11,AL,2015,66.1
91672,YR,M,Y12,AL,2015,65.1
91728,YR,M,Y13,AL,2015,64.1
91784,YR,M,Y14,AL,2015,63.1
91840,YR,M,Y15,AL,2015,62.1
91896,YR,M,Y16,AL,2015,61.2
91952,YR,M,Y17,AL,2015,60.2
92008,YR,M,Y18,AL,2015,59.2
92064,YR,M,Y19,AL,2015,58.3
92120,YR,M,Y2,AL,2015,74.9
92176,YR,M,Y20,AL,2015,57.3
92232,YR,M,Y21,AL,2015,56.3
92288,YR,M,Y22,AL,2015,55.4
92344,YR,M,Y23,AL,2015,54.4
92400,YR,M,Y24,AL,2015,53.4
92456,YR,M,Y25,AL,2015,52.5
92512,YR,M,Y26,AL,2015,51.5
92568,YR,M,Y27,AL,2015,50.6
92624,YR,M,Y28,AL,2015,49.6
92680,YR,M,Y29,AL,2015,48.6
92736,YR,M,Y3,AL,2015,74.0
92792,YR,M,Y30,AL,2015,47.7
92848,YR,M,Y31,AL,2015,46.7
92904,YR,M,Y32,AL,2015,45.8
92960,YR,M,Y33,AL,2015,44.8
93016,YR,M,Y34,AL,2015,43.8
93072,YR,M,Y35,AL,2015,42.9
93128,YR,M,Y36,AL,2015,41.9
93184,YR,M,Y37,AL,2015,41.0
93240,YR,M,Y38,AL,2015,40.0
93296,YR,M,Y39,AL,2015,39.1
93352,YR,M,Y4,AL,2015,73.0
93408,YR,M,Y40,AL,2015,38.1
93464,YR,M,Y41,AL,2015,37.2
93520,YR,M,Y42,AL,2015,36.2
93576,YR,M,Y43,AL,2015,35.3
93632,YR,M,Y44,AL,2015,34.4
93688,YR,M,Y45,AL,2015,33.5
93744,YR,M,Y46,AL,2015,32.6
93800,YR,M,Y47,AL,2015,31.6
93856,YR,M,Y48,AL,2015,30.7
93912,YR,M,Y49,AL,2015,29.8
93968,YR,M,Y5,AL,2015,72.0
94024,YR,M,Y50,AL,2015,28.9
94080,YR,M,Y51,AL,2015,28.0
94136,YR,M,Y52,AL,2015,27.2
94192,YR,M,Y53,AL,2015,26.3
94248,YR,M,Y54,AL,2015,25.4
94304,YR,M,Y55,AL,2015,24.6
94360,YR,M,Y56,AL,2015,23.7
94416,YR,M,Y57,AL,2015,22.8
94472,YR,M,Y58,AL,2015,22.0
94528,YR,M,Y59,AL,2015,21.2
94584,YR,M,Y6,AL,2015,71.0
94640,YR,M,Y60,AL,2015,20.4
94696,YR,M,Y61,AL,2015,19.5
94752,YR,M,Y62,AL,2015,18.7
94808,YR,M,Y63,AL,2015,17.9
94864,YR,M,Y64,AL,2015,17.1
94920,YR,M,Y65,AL,2015,16.4
94976,YR,M,Y66,AL,2015,15.6
95032,YR,M,Y67,AL,2015,14.9
95088,YR,M,Y68,AL,2015,14.1
95144,YR,M,Y69,AL,2015,13.4
95200,YR,M,Y7,AL,2015,70.0
95256,YR,M,Y70,AL,2015,12.6
95312,YR,M,Y71,AL,2015,11.9
95368,YR,M,Y72,AL,2015,11.2
