,unit,sex,age,region,year,value
152616,YR,M,Y63,EEA30_2007,2011,19.2
152672,YR,M,Y64,EEA30_2007,2011,18.4
152728,YR,M,Y65,EEA30_2007,2011,17.7
152784,YR,M,Y66,EEA30_2007,2011,17.0
152840,YR,M,Y67,EEA30_2007,2011,16.3
152896,YR,M,Y68,EEA30_2007,2011,15.6
152952,YR,M,Y69,EEA30_2007,2011,14.9
153008,YR,M,Y7,EEA30_2007,2011,70.7
153064,YR,M,Y70,EEA30_2007,2011,14.2
153120,YR,M,Y71,EEA30_2007,2011,13.5
153176,YR,M,Y72,EEA30_2007,2011,12.9
153232,YR,M,Y73,EEA30_2007,2011,12.2
153288,YR,M,Y74,EEA30_2007,2011,11.6
153344,YR,M,Y75,EEA30_2007,2011,11.0
153400,YR,M,Y76,EEA30_2007,2011,10.4
153456,YR,M,Y77,EEA30_2007,2011,9.8
153512,YR,M,Y78,EEA30_2007,2011,9.3
153568,YR,M,Y79,EEA30_2007,2011,8.7
153624,YR,M,Y8,EEA30_2007,2011,69.7
153680,YR,M,Y80,EEA30_2007,2011,8.2
153736,YR,M,Y81,EEA30_2007,2011,7.7
153792,YR,M,Y82,EEA30_2007,2011,7.3
153848,YR,M,Y83,EEA30_2007,2011,6.9
153904,YR,M,Y84,EEA30_2007,2011,6.5
153960,YR,M,Y9,EEA30_2007,2011,68.7
154016,YR,M,Y_GE85,EEA30_2007,2011,6.1
154072,YR,M,Y_LT1,EEA30_2007,2011,77.3
154128,YR,T,Y1,EEA30_2007,2011,79.6
154184,YR,T,Y10,EEA30_2007,2011,70.7
154240,YR,T,Y11,EEA30_2007,2011,69.7
154296,YR,T,Y12,EEA30_2007,2011,68.7
154352,YR,T,Y13,EEA30_2007,2011,67.7
154408,YR,T,Y14,EEA30_2007,2011,66.7
154464,YR,T,Y15,EEA30_2007,2011,65.7
154520,YR,T,Y16,EEA30_2007,2011,64.7
154576,YR,T,Y17,EEA30_2007,2011,63.8
154632,YR,T,Y18,EEA30_2007,2011,62.8
154688,YR,T,Y19,EEA30_2007,2011,61.8
154744,YR,T,Y2,EEA30_2007,2011,78.6
154800,YR,T,Y20,EEA30_2007,2011,60.8
154856,YR,T,Y21,EEA30_2007,2011,59.9
154912,YR,T,Y22,EEA30_2007,2011,58.9
154968,YR,T,Y23,EEA30_2007,2011,57.9
155024,YR,T,Y24,EEA30_2007,2011,56.9
155080,YR,T,Y25,EEA30_2007,2011,56.0
155136,YR,T,Y26,EEA30_2007,2011,55.0
155192,YR,T,Y27,EEA30_2007,2011,54.0
155248,YR,T,Y28,EEA30_2007,2011,53.0
155304,YR,T,Y29,EEA30_2007,2011,52.1
155360,YR,T,Y3,EEA30_2007,2011,77.6
155416,YR,T,Y30,EEA30_2007,2011,51.1
155472,YR,T,Y31,EEA30_2007,2011,50.1
155528,YR,T,Y32,EEA30_2007,2011,49.2
155584,YR,T,Y33,EEA30_2007,2011,48.2
155640,YR,T,Y34,EEA30_2007,2011,47.2
155696,YR,T,Y35,EEA30_2007,2011,46.3
155752,YR,T,Y36,EEA30_2007,2011,45.3
155808,YR,T,Y37,EEA30_2007,2011,44.3
155864,YR,T,Y38,EEA30_2007,2011,43.4
155920,YR,T,Y39,EEA30_2007,2011,42.4
155976,YR,T,Y4,EEA30_2007,2011,76.6
156032,YR,T,Y40,EEA30_2007,2011,41.5
156088,YR,T,Y41,EEA30_2007,2011,40.5
156144,YR,T,Y42,EEA30_2007,2011,39.6
156200,YR,T,Y43,EEA30_2007,2011,38.6
156256,YR,T,Y44,EEA30_2007,2011,37.7
156312,YR,T,Y45,EEA30_2007,2011,36.7
156368,YR,T,Y46,EEA30_2007,2011,35.8
156424,YR,T,Y47,EEA30_2007,2011,34.9
156480,YR,T,Y48,EEA30_2007,2011,34.0
156536,YR,T,Y49,EEA30_2007,2011,33.1
156592,YR,T,Y5,EEA30_2007,2011,75.7
156648,YR,T,Y50,EEA30_2007,2011,32.2
156704,YR,T,Y51,EEA30_2007,2011,31.3
156760,YR,T,Y52,EEA30_2007,2011,30.4
156816,YR,T,Y53,EEA30_2007,2011,29.5
156872,YR,T,Y54,EEA30_2007,2011,28.7
156928,YR,T,Y55,EEA30_2007,2011,27.8
156984,YR,T,Y56,EEA30_2007,2011,26.9
157040,YR,T,Y57,EEA30_2007,2011,26.1
157096,YR,T,Y58,EEA30_2007,2011,25.3
157152,YR,T,Y59,EEA30_2007,2011,24.5
157208,YR,T,Y6,EEA30_2007,2011,74.7
157264,YR,T,Y60,EEA30_2007,2011,23.6
157320,YR,T,Y61,EEA30_2007,2011,22.8
157376,YR,T,Y62,EEA30_2007,2011,22.0
157432,YR,T,Y63,EEA30_2007,2011,21.2
157488,YR,T,Y64,EEA30_2007,2011,20.4
157544,YR,T,Y65,EEA30_2007,2011,19.7
157600,YR,T,Y66,EEA30_2007,2011,18.9
157656,YR,T,Y67,EEA30_2007,2011,18.1
157712,YR,T,Y68,EEA30_2007,2011,17.4
157768,YR,T,Y69,EEA30_2007,2011,16.6
157824,YR,T,Y7,EEA30_2007,2011,73.7
157880,YR,T,Y70,EEA30_2007,2011,15.9
157936,YR,T,Y71,EEA30_2007,2011,15.1
157992,YR,T,Y72,EEA30_2007,2011,14.4
158048,YR,T,Y73,EEA30_2007,2011,13.7
158104,YR,T,Y74,EEA30_2007,2011,13.0
158160,YR,T,Y75,EEA30_2007,2011,12.4
158216,YR,T,Y76,EEA30_2007,2011,11.7
158272,YR,T,Y77,EEA30_2007,2011,11.1
158328,YR,T,Y78,EEA30_2007,2011,10.5
158384,YR,T,Y79,EEA30_2007,2011,9.9
158440,YR,T,Y8,EEA30_2007,2011,72.7
158496,YR,T,Y80,EEA30_2007,2011,9.3
158552,YR,T,Y81,EEA30_2007,2011,8.8
158608,YR,T,Y82,EEA30_2007,2011,8.2
158664,YR,T,Y83,EEA30_2007,2011,7.8
158720,YR,T,Y84,EEA30_2007,2011,7.3
158776,YR,T,Y9,EEA30_2007,2011,71.7
158832,YR,T,Y_GE85,EEA30_2007,2011,6.9
158888,YR,T,Y_LT1,EEA30_2007,2011,80.3
158944,YR,F,Y1,EEA30_2007,2010,82.2
159000,YR,F,Y10,EEA30_2007,2010,73.3
159056,YR,F,Y11,EEA30_2007,2010,72.3
159112,YR,F,Y12,EEA30_2007,2010,71.3
159168,YR,F,Y13,EEA30_2007,2010,70.3
159224,YR,F,Y14,EEA30_2007,2010,69.3
159280,YR,F,Y15,EEA30_2007,2010,68.3
159336,YR,F,Y16,EEA30_2007,2010,67.3
159392,YR,F,Y17,EEA30_2007,2010,66.3
159448,YR,F,Y18,EEA30_2007,2010,65.3
159504,YR,F,Y19,EEA30_2007,2010,64.4
159560,YR,F,Y2,EEA30_2007,2010,81.2
159616,YR,F,Y20,EEA30_2007,2010,63.4
159672,YR,F,Y21,EEA30_2007,2010,62.4
159728,YR,F,Y22,EEA30_2007,2010,61.4
159784,YR,F,Y23,EEA30_2007,2010,60.4
159840,YR,F,Y24,EEA30_2007,2010,59.4
159896,YR,F,Y25,EEA30_2007,2010,58.4
159952,YR,F,Y26,EEA30_2007,2010,57.5
160008,YR,F,Y27,EEA30_2007,2010,56.5
160064,YR,F,Y28,EEA30_2007,2010,55.5
160120,YR,F,Y29,EEA30_2007,2010,54.5
160176,YR,F,Y3,EEA30_2007,2010,80.2
160232,YR,F,Y30,EEA30_2007,2010,53.5
160288,YR,F,Y31,EEA30_2007,2010,52.5
160344,YR,F,Y32,EEA30_2007,2010,51.6
160400,YR,F,Y33,EEA30_2007,2010,50.6
160456,YR,F,Y34,EEA30_2007,2010,49.6
160512,YR,F,Y35,EEA30_2007,2010,48.6
160568,YR,F,Y36,EEA30_2007,2010,47.6
160624,YR,F,Y37,EEA30_2007,2010,46.7
160680,YR,F,Y38,EEA30_2007,2010,45.7
160736,YR,F,Y39,EEA30_2007,2010,44.7
160792,YR,F,Y4,EEA30_2007,2010,79.2
160848,YR,F,Y40,EEA30_2007,2010,43.8
160904,YR,F,Y41,EEA30_2007,2010,42.8
160960,YR,F,Y42,EEA30_2007,2010,41.8
161016,YR,F,Y43,EEA30_2007,2010,40.9
161072,YR,F,Y44,EEA30_2007,2010,39.9
161128,YR,F,Y45,EEA30_2007,2010,39.0
161184,YR,F,Y46,EEA30_2007,2010,38.0
161240,YR,F,Y47,EEA30_2007,2010,37.1
161296,YR,F,Y48,EEA30_2007,2010,36.1
161352,YR,F,Y49,EEA30_2007,2010,35.2
161408,YR,F,Y5,EEA30_2007,2010,78.2
161464,YR,F,Y50,EEA30_2007,2010,34.3
161520,YR,F,Y51,EEA30_2007,2010,33.4
161576,YR,F,Y52,EEA30_2007,2010,32.4
161632,YR,F,Y53,EEA30_2007,2010,31.5
161688,YR,F,Y54,EEA30_2007,2010,30.6
161744,YR,F,Y55,EEA30_2007,2010,29.7
161800,YR,F,Y56,EEA30_2007,2010,28.8
161856,YR,F,Y57,EEA30_2007,2010,28.0
161912,YR,F,Y58,EEA30_2007,2010,27.1
161968,YR,F,Y59,EEA30_2007,2010,26.2
162024,YR,F,Y6,EEA30_2007,2010,77.2
162080,YR,F,Y60,EEA30_2007,2010,25.3
162136,YR,F,Y61,EEA30_2007,2010,24.5
162192,YR,F,Y62,EEA30_2007,2010,23.6
162248,YR,F,Y63,EEA30_2007,2010,22.7
162304,YR,F,Y64,EEA30_2007,2010,21.9
162360,YR,F,Y65,EEA30_2007,2010,21.0
162416,YR,F,Y66,EEA30_2007,2010,20.2
162472,YR,F,Y67,EEA30_2007,2010,19.4
162528,YR,F,Y68,EEA30_2007,2010,18.6
162584,YR,F,Y69,EEA30_2007,2010,17.8
162640,YR,F,Y7,EEA30_2007,2010,76.3
162696,YR,F,Y70,EEA30_2007,2010,16.9
162752,YR,F,Y71,EEA30_2007,2010,16.2
162808,YR,F,Y72,EEA30_2007,2010,15.4
162864,YR,F,Y73,EEA30_2007,2010,14.6
162920,YR,F,Y74,EEA30_2007,2010,13.9
162976,YR,F,Y75,EEA30_2007,2010,13.1
163032,YR,F,Y76,EEA30_2007,2010,12.4
163088,YR,F,Y77,EEA30_2007,2010,11.7
163144,YR,F,Y78,EEA30_2007,2010,11.0
163200,YR,F,Y79,EEA30_2007,2010,10.4
163256,YR,F,Y8,EEA30_2007,2010,75.3
163312,YR,F,Y80,EEA30_2007,2010,9.8
163368,YR,F,Y81,EEA30_2007,2010,9.2
163424,YR,F,Y82,EEA30_2007,2010,8.6
163480,YR,F,Y83,EEA30_2007,2010,8.1
163536,YR,F,Y84,EEA30_2007,2010,7.6
163592,YR,F,Y9,EEA30_2007,2010,74.3
163648,YR,F,Y_GE85,EEA30_2007,2010,7.1
163704,YR,F,Y_LT1,EEA30_2007,2010,82.9
163760,YR,M,Y1,EEA30_2007,2010,76.3
163816,YR,M,Y10,EEA30_2007,2010,67.4
163872,YR,M,Y11,EEA30_2007,2010,66.4
163928,YR,M,Y12,EEA30_2007,2010,65.4
163984,YR,M,Y13,EEA30_2007,2010,64.5
164040,YR,M,Y14,EEA30_2007,2010,63.5
164096,YR,M,Y15,EEA30_2007,2010,62.5
164152,YR,M,Y16,EEA30_2007,2010,61.5
164208,YR,M,Y17,EEA30_2007,2010,60.5
164264,YR,M,Y18,EEA30_2007,2010,59.5
164320,YR,M,Y19,EEA30_2007,2010,58.6
164376,YR,M,Y2,EEA30_2007,2010,75.4
164432,YR,M,Y20,EEA30_2007,2010,57.6
164488,YR,M,Y21,EEA30_2007,2010,56.6
164544,YR,M,Y22,EEA30_2007,2010,55.7
164600,YR,M,Y23,EEA30_2007,2010,54.7
164656,YR,M,Y24,EEA30_2007,2010,53.8
164712,YR,M,Y25,EEA30_2007,2010,52.8
164768,YR,M,Y26,EEA30_2007,2010,51.8
164824,YR,M,Y27,EEA30_2007,2010,50.9
164880,YR,M,Y28,EEA30_2007,2010,49.9
164936,YR,M,Y29,EEA30_2007,2010,48.9
164992,YR,M,Y3,EEA30_2007,2010,74.4
165048,YR,M,Y30,EEA30_2007,2010,48.0
165104,YR,M,Y31,EEA30_2007,2010,47.0
165160,YR,M,Y32,EEA30_2007,2010,46.1
165216,YR,M,Y33,EEA30_2007,2010,45.1
165272,YR,M,Y34,EEA30_2007,2010,44.2
165328,YR,M,Y35,EEA30_2007,2010,43.2
165384,YR,M,Y36,EEA30_2007,2010,42.2
165440,YR,M,Y37,EEA30_2007,2010,41.3
165496,YR,M,Y38,EEA30_2007,2010,40.4
165552,YR,M,Y39,EEA30_2007,2010,39.4
165608,YR,M,Y4,EEA30_2007,2010,73.4
165664,YR,M,Y40,EEA30_2007,2010,38.5
165720,YR,M,Y41,EEA30_2007,2010,37.5
165776,YR,M,Y42,EEA30_2007,2010,36.6
165832,YR,M,Y43,EEA30_2007,2010,35.7
165888,YR,M,Y44,EEA30_2007,2010,34.8
165944,YR,M,Y45,EEA30_2007,2010,33.8
166000,YR,M,Y46,EEA30_2007,2010,32.9
166056,YR,M,Y47,EEA30_2007,2010,32.0
166112,YR,M,Y48,EEA30_2007,2010,31.1
166168,YR,M,Y49,EEA30_2007,2010,30.3
166224,YR,M,Y5,EEA30_2007,2010,72.4
166280,YR,M,Y50,EEA30_2007,2010,29.4
166336,YR,M,Y51,EEA30_2007,2010,28.5
166392,YR,M,Y52,EEA30_2007,2010,27.7
166448,YR,M,Y53,EEA30_2007,2010,26.8
166504,YR,M,Y54,EEA30_2007,2010,26.0
166560,YR,M,Y55,EEA30_2007,2010,25.2
166616,YR,M,Y56,EEA30_2007,2010,24.4
166672,YR,M,Y57,EEA30_2007,2010,23.6
166728,YR,M,Y58,EEA30_2007,2010,22.8
166784,YR,M,Y59,EEA30_2007,2010,22.0
166840,YR,M,Y6,EEA30_2007,2010,71.4
166896,YR,M,Y60,EEA30_2007,2010,21.2
166952,YR,M,Y61,EEA30_2007,2010,20.5
167008,YR,M,Y62,EEA30_2007,2010,19.7
167064,YR,M,Y63,EEA30_2007,2010,19.0
167120,YR,M,Y64,EEA30_2007,2010,18.2
167176,YR,M,Y65,EEA30_2007,2010,17.5
167232,YR,M,Y66,EEA30_2007,2010,16.8
167288,YR,M,Y67,EEA30_2007,2010,16.1
167344,YR,M,Y68,EEA30_2007,2010,15.4
167400,YR,M,Y69,EEA30_2007,2010,14.7
167456,YR,M,Y7,EEA30_2007,2010,70.4
167512,YR,M,Y70,EEA30_2007,2010,14.0
167568,YR,M,Y71,EEA30_2007,2010,13.3
167624,YR,M,Y72,EEA30_2007,2010,12.7
167680,YR,M,Y73,EEA30_2007,2010,12.1
167736,YR,M,Y74,EEA30_2007,2010,11.4
167792,YR,M,Y75,EEA30_2007,2010,10.8
167848,YR,M,Y76,EEA30_2007,2010,10.2
167904,YR,M,Y77,EEA30_2007,2010,9.7
167960,YR,M,Y78,EEA30_2007,2010,9.1
168016,YR,M,Y79,EEA30_2007,2010,8.6
168072,YR,M,Y8,EEA30_2007,2010,69.4
168128,YR,M,Y80,EEA30_2007,2010,8.1
168184,YR,M,Y81,EEA30_2007,2010,7.6
168240,YR,M,Y82,EEA30_2007,2010,7.2
168296,YR,M,Y83,EEA30_2007,2010,6.8
168352,YR,M,Y84,EEA30_2007,2010,6.4
168408,YR,M,Y9,EEA30_2007,2010,68.4
168464,YR,M,Y_GE85,EEA30_2007,2010,6.1
168520,YR,M,Y_LT1,EEA30_2007,2010,77.0
168576,YR,T,Y1,EEA30_2007,2010,79.3
168632,YR,T,Y10,EEA30_2007,2010,70.4
168688,YR,T,Y11,EEA30_2007,2010,69.4
168744,YR,T,Y12,EEA30_2007,2010,68.4
168800,YR,T,Y13,EEA30_2007,2010,67.4
168856,YR,T,Y14,EEA30_2007,2010,66.4
168912,YR,T,Y15,EEA30_2007,2010,65.4
168968,YR,T,Y16,EEA30_2007,2010,64.4
169024,YR,T,Y17,EEA30_2007,2010,63.5
169080,YR,T,Y18,EEA30_2007,2010,62.5
169136,YR,T,Y19,EEA30_2007,2010,61.5
169192,YR,T,Y2,EEA30_2007,2010,78.3
169248,YR,T,Y20,EEA30_2007,2010,60.5
169304,YR,T,Y21,EEA30_2007,2010,59.6
169360,YR,T,Y22,EEA30_2007,2010,58.6
169416,YR,T,Y23,EEA30_2007,2010,57.6
169472,YR,T,Y24,EEA30_2007,2010,56.6
169528,YR,T,Y25,EEA30_2007,2010,55.7
169584,YR,T,Y26,EEA30_2007,2010,54.7
169640,YR,T,Y27,EEA30_2007,2010,53.7
169696,YR,T,Y28,EEA30_2007,2010,52.8
169752,YR,T,Y29,EEA30_2007,2010,51.8
169808,YR,T,Y3,EEA30_2007,2010,77.3
169864,YR,T,Y30,EEA30_2007,2010,50.8
169920,YR,T,Y31,EEA30_2007,2010,49.8
169976,YR,T,Y32,EEA30_2007,2010,48.9
170032,YR,T,Y33,EEA30_2007,2010,47.9
170088,YR,T,Y34,EEA30_2007,2010,46.9
170144,YR,T,Y35,EEA30_2007,2010,46.0
170200,YR,T,Y36,EEA30_2007,2010,45.0
170256,YR,T,Y37,EEA30_2007,2010,44.0
170312,YR,T,Y38,EEA30_2007,2010,43.1
170368,YR,T,Y39,EEA30_2007,2010,42.1
170424,YR,T,Y4,EEA30_2007,2010,76.4
170480,YR,T,Y40,EEA30_2007,2010,41.2
170536,YR,T,Y41,EEA30_2007,2010,40.2
170592,YR,T,Y42,EEA30_2007,2010,39.3
170648,YR,T,Y43,EEA30_2007,2010,38.3
170704,YR,T,Y44,EEA30_2007,2010,37.4
170760,YR,T,Y45,EEA30_2007,2010,36.5
170816,YR,T,Y46,EEA30_2007,2010,35.6
170872,YR,T,Y47,EEA30_2007,2010,34.6
170928,YR,T,Y48,EEA30_2007,2010,33.7
170984,YR,T,Y49,EEA30_2007,2010,32.8
171040,YR,T,Y5,EEA30_2007,2010,75.4
171096,YR,T,Y50,EEA30_2007,2010,31.9
171152,YR,T,Y51,EEA30_2007,2010,31.0
171208,YR,T,Y52,EEA30_2007,2010,30.1
171264,YR,T,Y53,EEA30_2007,2010,29.3
171320,YR,T,Y54,EEA30_2007,2010,28.4
171376,YR,T,Y55,EEA30_2007,2010,27.6
171432,YR,T,Y56,EEA30_2007,2010,26.7
171488,YR,T,Y57,EEA30_2007,2010,25.9
171544,YR,T,Y58,EEA30_2007,2010,25.0
171600,YR,T,Y59,EEA30_2007,2010,24.2
171656,YR,T,Y6,EEA30_2007,2010,74.4
171712,YR,T,Y60,EEA30_2007,2010,23.4
171768,YR,T,Y61,EEA30_2007,2010,22.6
171824,YR,T,Y62,EEA30_2007,2010,21.8
171880,YR,T,Y63,EEA30_2007,2010,21.0
171936,YR,T,Y64,EEA30_2007,2010,20.2
171992,YR,T,Y65,EEA30_2007,2010,19.4
172048,YR,T,Y66,EEA30_2007,2010,18.7
172104,YR,T,Y67,EEA30_2007,2010,17.9
172160,YR,T,Y68,EEA30_2007,2010,17.1
172216,YR,T,Y69,EEA30_2007,2010,16.4
172272,YR,T,Y7,EEA30_2007,2010,73.4
172328,YR,T,Y70,EEA30_2007,2010,15.7
172384,YR,T,Y71,EEA30_2007,2010,14.9
172440,YR,T,Y72,EEA30_2007,2010,14.2
172496,YR,T,Y73,EEA30_2007,2010,13.5
172552,YR,T,Y74,EEA30_2007,2010,12.8
172608,YR,T,Y75,EEA30_2007,2010,12.2
172664,YR,T,Y76,EEA30_2007,2010,11.5
172720,YR,T,Y77,EEA30_2007,2010,10.9
172776,YR,T,Y78,EEA30_2007,2010,10.3
172832,YR,T,Y79,EEA30_2007,2010,9.7
172888,YR,T,Y8,EEA30_2007,2010,72.4
172944,YR,T,Y80,EEA30_2007,2010,9.1
173000,YR,T,Y81,EEA30_2007,2010,8.6
173056,YR,T,Y82,EEA30_2007,2010,8.1
173112,YR,T,Y83,EEA30_2007,2010,7.6
173168,YR,T,Y84,EEA30_2007,2010,7.2
173224,YR,T,Y9,EEA30_2007,2010,71.4
173280,YR,T,Y_GE85,EEA30_2007,2010,6.8
173336,YR,T,Y_LT1,EEA30_2007,2010,80.0
173392,YR,F,Y1,EEA30_2007,2009,81.9
173448,YR,F,Y10,EEA30_2007,2009,73.0
173504,YR,F,Y11,EEA30_2007,2009,72.0
173560,YR,F,Y12,EEA30_2007,2009,71.0
173616,YR,F,Y13,EEA30_2007,2009,70.1
173672,YR,F,Y14,EEA30_2007,2009,69.1
173728,YR,F,Y15,EEA30_2007,2009,68.1
173784,YR,F,Y16,EEA30_2007,2009,67.1
173840,YR,F,Y17,EEA30_2007,2009,66.1
173896,YR,F,Y18,EEA30_2007,2009,65.1
173952,YR,F,Y19,EEA30_2007,2009,64.1
174008,YR,F,Y2,EEA30_2007,2009,81.0
174064,YR,F,Y20,EEA30_2007,2009,63.1
174120,YR,F,Y21,EEA30_2007,2009,62.2
174176,YR,F,Y22,EEA30_2007,2009,61.2
174232,YR,F,Y23,EEA30_2007,2009,60.2
174288,YR,F,Y24,EEA30_2007,2009,59.2
174344,YR,F,Y25,EEA30_2007,2009,58.2
174400,YR,F,Y26,EEA30_2007,2009,57.2
174456,YR,F,Y27,EEA30_2007,2009,56.2
174512,YR,F,Y28,EEA30_2007,2009,55.3
174568,YR,F,Y29,EEA30_2007,2009,54.3
174624,YR,F,Y3,EEA30_2007,2009,80.0
174680,YR,F,Y30,EEA30_2007,2009,53.3
174736,YR,F,Y31,EEA30_2007,2009,52.3
174792,YR,F,Y32,EEA30_2007,2009,51.3
174848,YR,F,Y33,EEA30_2007,2009,50.4
174904,YR,F,Y34,EEA30_2007,2009,49.4
174960,YR,F,Y35,EEA30_2007,2009,48.4
175016,YR,F,Y36,EEA30_2007,2009,47.4
175072,YR,F,Y37,EEA30_2007,2009,46.4
175128,YR,F,Y38,EEA30_2007,2009,45.5
175184,YR,F,Y39,EEA30_2007,2009,44.5
175240,YR,F,Y4,EEA30_2007,2009,79.0
175296,YR,F,Y40,EEA30_2007,2009,43.5
175352,YR,F,Y41,EEA30_2007,2009,42.6
175408,YR,F,Y42,EEA30_2007,2009,41.6
175464,YR,F,Y43,EEA30_2007,2009,40.7
175520,YR,F,Y44,EEA30_2007,2009,39.7
175576,YR,F,Y45,EEA30_2007,2009,38.8
175632,YR,F,Y46,EEA30_2007,2009,37.8
175688,YR,F,Y47,EEA30_2007,2009,36.9
175744,YR,F,Y48,EEA30_2007,2009,35.9
175800,YR,F,Y49,EEA30_2007,2009,35.0
175856,YR,F,Y5,EEA30_2007,2009,78.0
175912,YR,F,Y50,EEA30_2007,2009,34.1
175968,YR,F,Y51,EEA30_2007,2009,33.2
176024,YR,F,Y52,EEA30_2007,2009,32.3
176080,YR,F,Y53,EEA30_2007,2009,31.3
176136,YR,F,Y54,EEA30_2007,2009,30.4
176192,YR,F,Y55,EEA30_2007,2009,29.6
176248,YR,F,Y56,EEA30_2007,2009,28.7
176304,YR,F,Y57,EEA30_2007,2009,27.8
176360,YR,F,Y58,EEA30_2007,2009,26.9
176416,YR,F,Y59,EEA30_2007,2009,26.0
176472,YR,F,Y6,EEA30_2007,2009,77.0
176528,YR,F,Y60,EEA30_2007,2009,25.1
176584,YR,F,Y61,EEA30_2007,2009,24.3
176640,YR,F,Y62,EEA30_2007,2009,23.4
176696,YR,F,Y63,EEA30_2007,2009,22.6
176752,YR,F,Y64,EEA30_2007,2009,21.7
176808,YR,F,Y65,EEA30_2007,2009,20.9
176864,YR,F,Y66,EEA30_2007,2009,20.0
176920,YR,F,Y67,EEA30_2007,2009,19.2
176976,YR,F,Y68,EEA30_2007,2009,18.4
177032,YR,F,Y69,EEA30_2007,2009,17.6
177088,YR,F,Y7,EEA30_2007,2009,76.0
177144,YR,F,Y70,EEA30_2007,2009,16.8
177200,YR,F,Y71,EEA30_2007,2009,16.0
177256,YR,F,Y72,EEA30_2007,2009,15.2
177312,YR,F,Y73,EEA30_2007,2009,14.5
177368,YR,F,Y74,EEA30_2007,2009,13.7
177424,YR,F,Y75,EEA30_2007,2009,13.0
177480,YR,F,Y76,EEA30_2007,2009,12.3
177536,YR,F,Y77,EEA30_2007,2009,11.6
177592,YR,F,Y78,EEA30_2007,2009,10.9
177648,YR,F,Y79,EEA30_2007,2009,10.3
177704,YR,F,Y8,EEA30_2007,2009,75.0
177760,YR,F,Y80,EEA30_2007,2009,9.7
177816,YR,F,Y81,EEA30_2007,2009,9.1
177872,YR,F,Y82,EEA30_2007,2009,8.5
177928,YR,F,Y83,EEA30_2007,2009,8.0
177984,YR,F,Y84,EEA30_2007,2009,7.5
178040,YR,F,Y9,EEA30_2007,2009,74.0
178096,YR,F,Y_GE85,EEA30_2007,2009,7.0
178152,YR,F,Y_LT1,EEA30_2007,2009,82.6
178208,YR,M,Y1,EEA30_2007,2009,76.0
178264,YR,M,Y10,EEA30_2007,2009,67.1
178320,YR,M,Y11,EEA30_2007,2009,66.1
178376,YR,M,Y12,EEA30_2007,2009,65.1
178432,YR,M,Y13,EEA30_2007,2009,64.1
178488,YR,M,Y14,EEA30_2007,2009,63.1
178544,YR,M,Y15,EEA30_2007,2009,62.2
178600,YR,M,Y16,EEA30_2007,2009,61.2
178656,YR,M,Y17,EEA30_2007,2009,60.2
178712,YR,M,Y18,EEA30_2007,2009,59.2
178768,YR,M,Y19,EEA30_2007,2009,58.3
178824,YR,M,Y2,EEA30_2007,2009,75.0
178880,YR,M,Y20,EEA30_2007,2009,57.3
178936,YR,M,Y21,EEA30_2007,2009,56.3
178992,YR,M,Y22,EEA30_2007,2009,55.4
179048,YR,M,Y23,EEA30_2007,2009,54.4
179104,YR,M,Y24,EEA30_2007,2009,53.5
179160,YR,M,Y25,EEA30_2007,2009,52.5
179216,YR,M,Y26,EEA30_2007,2009,51.5
179272,YR,M,Y27,EEA30_2007,2009,50.6
179328,YR,M,Y28,EEA30_2007,2009,49.6
179384,YR,M,Y29,EEA30_2007,2009,48.7
179440,YR,M,Y3,EEA30_2007,2009,74.0
179496,YR,M,Y30,EEA30_2007,2009,47.7
179552,YR,M,Y31,EEA30_2007,2009,46.7
179608,YR,M,Y32,EEA30_2007,2009,45.8
179664,YR,M,Y33,EEA30_2007,2009,44.8
179720,YR,M,Y34,EEA30_2007,2009,43.9
179776,YR,M,Y35,EEA30_2007,2009,42.9
179832,YR,M,Y36,EEA30_2007,2009,42.0
179888,YR,M,Y37,EEA30_2007,2009,41.0
179944,YR,M,Y38,EEA30_2007,2009,40.1
180000,YR,M,Y39,EEA30_2007,2009,39.1
180056,YR,M,Y4,EEA30_2007,2009,73.1
180112,YR,M,Y40,EEA30_2007,2009,38.2
180168,YR,M,Y41,EEA30_2007,2009,37.3
180224,YR,M,Y42,EEA30_2007,2009,36.4
180280,YR,M,Y43,EEA30_2007,2009,35.4
180336,YR,M,Y44,EEA30_2007,2009,34.5
180392,YR,M,Y45,EEA30_2007,2009,33.6
180448,YR,M,Y46,EEA30_2007,2009,32.7
180504,YR,M,Y47,EEA30_2007,2009,31.8
180560,YR,M,Y48,EEA30_2007,2009,30.9
180616,YR,M,Y49,EEA30_2007,2009,30.0
180672,YR,M,Y5,EEA30_2007,2009,72.1
180728,YR,M,Y50,EEA30_2007,2009,29.2
180784,YR,M,Y51,EEA30_2007,2009,28.3
180840,YR,M,Y52,EEA30_2007,2009,27.4
180896,YR,M,Y53,EEA30_2007,2009,26.6
180952,YR,M,Y54,EEA30_2007,2009,25.8
181008,YR,M,Y55,EEA30_2007,2009,25.0
181064,YR,M,Y56,EEA30_2007,2009,24.2
181120,YR,M,Y57,EEA30_2007,2009,23.4
181176,YR,M,Y58,EEA30_2007,2009,22.6
181232,YR,M,Y59,EEA30_2007,2009,21.8
181288,YR,M,Y6,EEA30_2007,2009,71.1
181344,YR,M,Y60,EEA30_2007,2009,21.1
181400,YR,M,Y61,EEA30_2007,2009,20.3
181456,YR,M,Y62,EEA30_2007,2009,19.5
